RA	Dec	JP11	LID	n_LID	U	B	V	R	I	J	K	L	M	N	H	ref	_RA	_DE
184.4621122	+25.5713439	  4982	 5.21110049	 	 8.330	 8.280	 7.910	 7.610	 7.430	      	      	      	      	      	      	8039	184.46211	+25.57134
184.5466897	+27.3005858	  4984	 5.21110052	 	 7.660	 7.600	 7.460	 7.420	 7.340	      	      	      	      	      	      	8001	184.54669	+27.30059
184.5466897	+27.3005858	  4984	 5.21110052	 	 7.680	 7.620	 7.480	 7.350	 7.300	      	      	      	      	      	      	8039	184.54669	+27.30059
184.6507583	+23.1200781	  4986	 5.21110053	 	 9.270	 9.250	 8.740	 8.400	 8.070	      	      	      	      	      	      	8001	184.65076	+23.12008
184.6507583	+23.1200781	  4986	 5.21110053	 	 9.290	 9.270	 8.750	 8.320	 8.020	      	      	      	      	      	      	8039	184.65076	+23.12008
184.7561500	+24.8461617	  4988	 5.21110058	 	 9.340	 9.330	 8.830	 8.560	 8.250	      	      	      	      	      	      	8001	184.75615	+24.84616
184.7561500	+24.8461617	  4988	 5.21110058	 	 9.360	 9.350	 8.850	 8.470	 8.190	      	      	      	      	      	      	8039	184.75615	+24.84616
184.7584378	+26.0083492	  4990	 5.21110060	 	 6.750	 6.660	 6.480	 6.310	 6.240	      	      	      	      	      	      	8029	184.75844	+26.00835
184.7584378	+26.0083492	  4990	 5.21110060	 	 6.750	 6.660	 6.480	 6.310	 6.240	      	      	      	      	      	      	8131	184.75844	+26.00835
184.8164339	+25.0602428	  4992	 5.21110061	 	 8.100	 8.040	 7.750	 7.630	 7.450	      	      	      	      	      	      	8001	184.81643	+25.06024
184.8164339	+25.0602428	  4992	 5.21110061	 	 8.130	 7.490	 7.780	 7.550	 7.400	      	      	      	      	      	      	8039	184.81643	+25.06024
184.8299697	+23.0346731	  4994	 5.21110062	 	 6.580	 6.440	 6.270	 6.140	 6.120	      	      	      	      	      	      	8029	184.82997	+23.03467
184.8299697	+23.0346731	  4994	 5.21110062	 	 6.580	 6.440	 6.270	 6.140	 6.120	      	      	      	      	      	      	8131	184.82997	+23.03467
184.8681467	+24.2842169	  4996	 5.21110065	 	 9.640	 9.600	 9.020	 8.640	 8.290	      	      	      	      	      	      	8001	184.86815	+24.28422
184.8681467	+24.2842169	  4996	 5.21110065	 	 9.660	 9.620	 9.040	 8.550	 8.240	      	      	      	      	      	      	8039	184.86815	+24.28422
184.9609344	+28.4643522	  4998	 5.21110068	 	 6.960	 6.870	 6.690	 6.620	 6.510	      	      	      	      	      	      	8001	184.96093	+28.46435
184.9609344	+28.4643522	  4998	 5.21110068	 	 6.970	 6.520	 6.700	 6.530	 6.520	      	      	      	      	      	      	8039	184.96093	+28.46435
184.9609344	+28.4643522	  4998	 5.21110068	 	 6.970	 6.880	 6.700	 6.530	 6.460	      	      	      	      	      	      	8131	184.96093	+28.46435
185.0739689	+26.0018753	  5001	 5.21110070	 	 6.530	 6.450	 6.150	 5.870	 5.730	      	      	      	      	      	      	8029	185.07397	+26.00188
185.0739689	+26.0018753	  5001	 5.21110070	 	 6.500	 6.420	 6.120	 5.840	 5.700	      	      	      	      	      	      	8039	185.07397	+26.00188
185.0819856	+26.6194825	  5003	 5.21110071	 	 7.690	 6.640	 5.540	 4.710	 4.180	      	      	      	      	      	      	8061	185.08199	+26.61948
185.0819856	+26.6194825	  5003	 5.21110071	 	 7.760	 6.650	      	 4.710	 4.190	      	      	      	      	      	      	8135	185.08199	+26.61948
185.1898781	+25.7658639	  5005	 5.21110076	 	 9.660	 9.630	 9.070	 8.690	 8.360	      	      	      	      	      	      	8001	185.18988	+25.76586
185.1898781	+25.7658639	  5005	 5.21110076	 	 9.680	 9.650	 9.090	 8.610	 8.320	      	      	      	      	      	      	8039	185.18988	+25.76586
185.2220750	+25.9261917	  5007	 5.21110079	 	 9.290	 9.190	 9.070	 9.050	 8.980	      	      	      	      	      	      	8001	185.22207	+25.92619
185.2220750	+25.9261917	  5007	 5.21110079	 	 9.310	 9.210	 9.090	 8.980	 8.940	      	      	      	      	      	      	8039	185.22207	+25.92619
185.2700328	+25.7199897	  5009	 5.21110080	 	10.030	 9.090	 8.050	 7.430	 6.870	      	      	      	      	      	      	8001	185.27003	+25.71999
185.2700328	+25.7199897	  5009	 5.21110080	 	10.050	 9.110	 8.070	 7.360	 6.830	      	      	      	      	      	      	8039	185.27003	+25.71999
185.2700328	+25.7199897	  5009	 5.21110080	 	10.080	 9.130	 8.070	 7.280	 6.780	      	      	      	      	      	      	8061	185.27003	+25.71999
185.2641281	+25.0316572	  5012	 5.21110081	 	 8.810	 8.180	 7.310	 6.620	 6.200	      	      	      	      	      	      	8061	185.26413	+25.03166
185.3614178	+24.9970278	  5013	 5.21110082	 	 7.720	 7.700	 7.420	 7.280	 7.110	      	      	      	      	      	      	8001	185.36142	+24.99703
185.3614178	+24.9970278	  5013	 5.21110082	 	 7.740	 7.720	 7.440	 7.200	 7.060	      	      	      	      	      	      	8039	185.36142	+24.99703
185.4341542	+26.6089222	  5015	 5.21110084	 	10.240	 9.550	 8.590	 7.870	 7.400	      	      	      	      	      	      	8061	185.43415	+26.60892
185.4542778	+26.5490983	  5016	 5.21110085	 	 9.930	 9.870	 9.290	 8.910	 8.560	      	      	      	      	      	      	8001	185.45428	+26.54910
185.4542778	+26.5490983	  5016	 5.21110085	 	 9.950	 9.890	 9.310	 8.830	 8.520	      	      	      	      	      	      	8039	185.45428	+26.54910
185.4840122	+27.3095100	  5018	 5.21110086	 	 8.940	 8.960	 8.500	 8.250	 7.980	      	      	      	      	      	      	8001	185.48401	+27.30951
185.4840122	+27.3095100	  5018	 5.21110086	 	 8.970	 8.990	 8.520	 8.160	 7.920	      	      	      	      	      	      	8039	185.48401	+27.30951
185.5205292	+25.1056056	  5020	 5.21110088	 	11.750	11.200	10.310	 9.590	 9.120	      	      	      	      	      	      	8061	185.52053	+25.10561
185.5451189	+24.7738661	  5021	 5.21110089	 	 6.110	 6.160	 6.180	 6.260	 6.270	      	      	      	      	      	      	8001	185.54512	+24.77387
185.5451189	+24.7738661	  5021	 5.21110089	 	 6.150	 6.200	 6.200	 6.200	 6.230	      	      	      	      	      	      	8029	185.54512	+24.77387
185.6031506	+22.4641442	  5023	 5.21110090	 	 8.970	 9.010	 8.540	 8.270	 8.000	      	      	      	      	      	      	8001	185.60315	+22.46414
185.6031506	+22.4641442	  5023	 5.21110090	 	 8.990	 9.030	 8.560	 8.180	 7.940	      	      	      	      	      	      	8039	185.60315	+22.46414
185.6263008	+25.8461603	  5025	 5.21110091	 	 5.570	 5.300	 4.810	 4.340	 4.010	 4.280	 4.340	      	      	      	      	8029	185.62630	+25.84616
185.6304917	+25.8283417	  5026	 5.21110092	 	 9.050	 9.050	 8.550	 8.200	 7.880	      	      	      	      	      	      	8001	185.63049	+25.82834
185.6304917	+25.8283417	  5026	 5.21110092	 	 9.080	 9.080	 8.570	 8.110	 7.820	      	      	      	      	      	      	8039	185.63049	+25.82834
185.6433083	+26.6215375	  5028	 5.21110093	 	10.850	 9.250	 7.850	 6.810	 6.110	      	      	      	      	      	      	8061	185.64331	+26.62154
185.6635767	+27.1333844	  5029	 5.21110094	 	11.590	 9.890	 8.550	 7.490	 6.730	      	      	      	      	      	      	8097	185.66358	+27.13338
185.7850022	+25.8513769	  5030	 5.21110097	 	 9.660	 9.650	 9.080	 8.730	 8.410	      	      	      	      	      	      	8001	185.78500	+25.85138
185.7850022	+25.8513769	  5030	 5.21110097	 	 9.680	 9.670	 9.100	 8.650	 8.370	      	      	      	      	      	      	8039	185.78500	+25.85138
185.8749006	+24.5932556	  5032	 5.21110098	 	 9.390	 8.450	 7.400	 6.820	 6.250	      	      	      	      	      	      	8001	185.87490	+24.59326
185.8749006	+24.5932556	  5032	 5.21110098	 	 9.410	 8.470	 7.420	 6.750	 6.210	      	      	      	      	      	      	8039	185.87490	+24.59326
185.8749006	+24.5932556	  5032	 5.21110098	 	 9.370	 8.480	 7.380	 6.590	 6.070	      	      	      	      	      	      	8097	185.87490	+24.59326
185.8742917	+26.5657417	  5035	 5.21110099	 	 9.470	 9.490	 9.020	 8.710	 8.400	      	      	      	      	      	      	8001	185.87429	+26.56574
185.8742917	+26.5657417	  5035	 5.21110099	 	 9.490	 9.510	 9.040	 8.640	 8.360	      	      	      	      	      	      	8039	185.87429	+26.56574
185.9208706	+26.9799336	  5037	 5.21110101	 	 8.780	 8.810	 8.350	 8.150	 7.890	      	      	      	      	      	      	8001	185.92087	+26.97993
185.9208706	+26.9799336	  5037	 5.21110101	 	 8.790	 8.820	 8.370	 8.060	 7.830	      	      	      	      	      	      	8039	185.92087	+26.97993
185.9242875	+26.6014972	  5039	 5.21110102	 	10.010	 9.930	 9.320	 8.920	 8.560	      	      	      	      	      	      	8001	185.92429	+26.60150
185.9242875	+26.6014972	  5039	 5.21110102	 	10.040	 9.960	 9.340	 8.840	 8.520	      	      	      	      	      	      	8039	185.92429	+26.60150
186.0144214	+25.8512322	  5041	 5.21110104	 	 6.990	 6.940	 6.700	 6.600	 6.450	      	      	      	      	      	      	8001	186.01442	+25.85123
186.0144214	+25.8512322	  5041	 5.21110104	 	 7.010	 6.960	 6.720	 6.520	 6.400	      	      	      	      	      	      	8039	186.01442	+25.85123
186.0771758	+26.0986058	  5043	 5.21110107	 	 5.360	 5.260	 5.180	 5.110	 5.090	      	      	      	      	      	      	8029	186.07718	+26.09861
186.1116817	+25.5824042	  5044	 5.21110109	 	 6.760	 6.690	 6.420	 6.190	 6.090	      	      	      	      	      	      	8029	186.11168	+25.58240
186.2594083	+25.5606603	  5045	 5.21110111	 	 8.640	 8.650	 8.140	 7.850	 7.520	      	      	      	      	      	      	8001	186.25941	+25.56066
186.2594083	+25.5606603	  5045	 5.21110111	 	 8.660	 8.670	 8.160	 7.760	 7.460	      	      	      	      	      	      	8039	186.25941	+25.56066
186.3129544	+23.9262019	  5047	 5.21110113	 	 8.130	 7.130	 6.030	 5.240	 4.680	      	      	      	      	      	      	8029	186.31295	+23.92620
186.3437300	+23.2290897	  5048	 5.21110114	 	 8.960	 9.010	 8.560	 8.280	 8.010	      	      	      	      	      	      	8001	186.34373	+23.22909
186.3437300	+23.2290897	  5048	 5.21110114	 	 8.980	 9.030	 8.580	 8.200	 7.960	      	      	      	      	      	      	8039	186.34373	+23.22909
186.4664692	+26.7766675	  5050	 5.21110118	 	 8.750	 8.780	 8.340	 8.110	 7.850	      	      	      	      	      	      	8001	186.46647	+26.77667
186.4664692	+26.7766675	  5050	 5.21110118	 	 8.770	 8.800	 8.360	 8.020	 7.790	      	      	      	      	      	      	8039	186.46647	+26.77667
186.4989606	+25.6816758	  5052	 5.21110119	 	10.470	 9.360	 8.260	 7.450	 6.940	      	      	      	      	      	      	8061	186.49896	+25.68168
186.6002667	+27.2682375	  5053	 5.21110125	 	 5.400	 5.220	 4.950	 4.700	 4.550	      	      	      	      	      	      	8029	186.60027	+27.26824
186.7344681	+28.2684228	  5054	 5.21110129	 	 6.650	 5.500	 4.370	 3.540	 3.020	 2.550	 1.900	      	      	      	      	8029	186.73447	+28.26842
186.7344681	+28.2684228	  5054	 5.21110129	 	 6.620	 5.470	 4.340	 3.510	 3.010	      	      	      	      	      	      	8061	186.73447	+28.26842
186.7470689	+26.8256992	  5056	 5.21110130	 	 5.210	 5.080	 5.000	 4.910	 4.890	      	      	      	      	      	      	8029	186.74707	+26.82570
186.7750000	+26.8333333	  5057	 5.21110132	 	10.700	10.520	 9.850	 9.430	 9.050	      	      	      	      	      	      	8001	186.77500	+26.83333
186.7750000	+26.8333333	  5057	 5.21110132	 	10.730	10.550	 9.870	 9.350	 9.010	      	      	      	      	      	      	8039	186.77500	+26.83333
186.8071475	+27.0246806	  5059	 5.21110133	 	10.150	 9.260	 8.230	 7.530	 6.960	      	      	      	      	      	      	8001	186.80715	+27.02468
186.8071475	+27.0246806	  5059	 5.21110133	 	10.170	 9.280	 8.250	 7.460	 6.960	      	      	      	      	      	      	8039	186.80715	+27.02468
186.8112500	+24.8859611	  5061	 5.21110134	 	11.240	10.850	10.090	 9.430	 9.030	      	      	      	      	      	      	8097	186.81125	+24.88596
186.8366083	+27.1694306	  5062	 5.21110135	 	11.590	11.000	10.080	 9.490	 8.990	      	      	      	      	      	      	8001	186.83661	+27.16943
186.8366083	+27.1694306	  5062	 5.21110135	 	11.630	11.040	10.110	 9.430	 8.960	      	      	      	      	      	      	8039	186.83661	+27.16943
186.8870925	+28.1089608	  5064	 5.21110137	 	 9.480	 8.250	 7.040	 6.120	 5.510	      	      	      	      	      	      	8061	186.88709	+28.10896
186.9098547	+25.9121056	  5065	 5.21110139	 	 6.920	 6.830	 6.670	 6.630	 6.540	      	      	      	      	      	      	8001	186.90985	+25.91211
186.9098547	+25.9121056	  5065	 5.21110139	 	 6.950	 6.860	 6.690	 6.550	 6.500	      	      	      	      	      	      	8039	186.90985	+25.91211
186.9429189	+27.4227644	  5067	 5.21110140	 	 8.020	 7.970	 7.700	 7.580	 7.420	      	      	      	      	      	      	8001	186.94292	+27.42276
186.9429189	+27.4227644	  5067	 5.21110140	 	 8.040	 7.990	 7.720	 7.500	 7.370	      	      	      	      	      	      	8039	186.94292	+27.42276
187.1589747	+26.2269594	  5069	 5.21110144	 	 6.830	 6.720	 6.540	 6.390	 6.300	      	      	      	      	      	      	8029	187.15897	+26.22696
187.1856931	+25.8993233	  5070	 5.21110145	 	 6.950	 6.870	 6.650	 6.500	 6.420	      	      	      	      	      	      	8029	187.18569	+25.89932
187.2279364	+25.9128517	  5071	 5.21110146	 	 5.130	 5.230	 5.290	 5.270	 5.350	      	      	      	      	      	      	8029	187.22794	+25.91285
187.4205125	+24.5207361	  5072	 5.21110150	 	10.880	10.570	 9.790	 9.240	 8.770	      	      	      	      	      	      	8001	187.42051	+24.52074
187.4205125	+24.5207361	  5072	 5.21110150	 	10.920	10.610	 9.820	 9.150	 8.710	      	      	      	      	      	      	8039	187.42051	+24.52074
187.4205125	+24.5207361	  5074	 5.21110152	 	 8.230	 8.270	 7.840	 7.600	 7.350	      	      	      	      	      	      	8001	187.42051	+24.52074
187.4813950	+24.3385192	  5074	 5.21110152	 	 8.270	 8.310	 7.870	 7.530	 7.300	      	      	      	      	      	      	8039	187.48139	+24.33852
187.4914772	+26.1208039	  5076	 5.21110153	 	 9.750	 9.010	 8.030	 7.390	 6.900	      	      	      	      	      	      	8097	187.49148	+26.12080
187.7523350	+24.5671678	  5077	 5.21110160	 	 5.610	 5.510	 5.460	 5.400	 5.430	      	      	      	      	      	      	8029	187.75233	+24.56717
187.7629056	+27.7303414	  5078	 5.21110162	 	 8.980	 9.030	 8.550	 8.300	 8.030	      	      	      	      	      	      	8001	187.76291	+27.73034
187.7629056	+27.7303414	  5078	 5.21110162	 	 9.010	 9.060	 8.580	 8.230	 7.990	      	      	      	      	      	      	8039	187.76291	+27.73034
187.8883325	+27.0644861	  5080	 5.21110165	 	 9.930	 8.690	 7.490	 6.590	 6.000	      	      	      	      	      	      	8097	187.88833	+27.06449
188.2169125	+27.5527528	  5081	 5.21110178	 	10.160	 9.750	 8.950	 8.360	 7.900	      	      	      	      	      	      	8097	188.21691	+27.55275
188.3925831	+24.2829842	  5082	 5.21110183	 	 6.490	 6.400	 6.290	 6.200	 6.170	      	      	      	      	      	      	8029	188.39258	+24.28298
189.0080189	+25.4236131	  5083	 5.21110194	 	 9.720	 8.750	 7.720	 6.930	 6.440	      	      	      	      	      	      	8061	189.00802	+25.42361
184.8177333	+25.4362444	  5084	 5.21110203	 	12.180	11.620	10.770	10.220	 9.750	      	      	      	      	      	      	8001	184.81773	+25.43624
184.8177333	+25.4362444	  5084	 5.21110203	 	12.240	11.680	10.810	10.160	 9.710	      	      	      	      	      	      	8039	184.81773	+25.43624
186.0239167	+26.1286389	  5086	 5.21110213	 	11.610	11.230	10.470	 9.950	 9.510	      	      	      	      	      	      	8001	186.02392	+26.12864
186.0239167	+26.1286389	  5086	 5.21110213	 	11.630	11.250	10.490	 9.880	 9.470	      	      	      	      	      	      	8039	186.02392	+26.12864
186.0714406	+24.3245317	  5088	 5.21110214	 	11.120	10.790	10.000	 9.460	 8.960	      	      	      	      	      	      	8001	186.07144	+24.32453
186.0714406	+24.3245317	  5088	 5.21110214	 	11.150	10.820	10.020	 9.390	 8.920	      	      	      	      	      	      	8039	186.07144	+24.32453
186.9694375	+25.0957528	  5090	 5.21110219	 	12.390	12.000	11.180	10.660	10.200	      	      	      	      	      	      	8001	186.96944	+25.09575
186.9694375	+25.0957528	  5090	 5.21110219	 	12.410	12.020	11.200	10.590	10.150	      	      	      	      	      	      	8039	186.96944	+25.09575
187.5587542	+25.0284050	  5092	 5.21110221	 	11.590	11.170	10.360	 9.820	 9.310	      	      	      	      	      	      	8001	187.55875	+25.02840
187.5587542	+25.0284050	  5092	 5.21110221	 	11.620	11.200	10.380	 9.750	 9.270	      	      	      	      	      	      	8039	187.55875	+25.02840
049.6208333	+15.2166667	  5094	 6.00111086	 	17.210	16.790	15.460	14.050	      	      	      	      	      	      	      	8104	049.62083	+15.21667
259.6541667	+01.9516667	  5095	 6.00115125	 	13.890	14.460	14.350	14.240	      	      	      	      	      	      	      	8104	259.65417	+01.95167
259.6583333	+01.9483333	  5096	 6.00115126	 	16.680	15.530	14.000	12.490	      	      	      	      	      	      	      	8104	259.65833	+01.94833
287.4666667	+17.6716667	  5097	 6.00115611	 	      	      	      	      	      	      	 7.830	      	      	      	 8.150	8130	287.46667	+17.67167
306.1892172	+25.0519672	  5098	 6.00115970	 	10.940	11.190	10.790	10.360	      	      	      	      	      	      	      	8104	306.18922	+25.05197
307.4541667	+09.6916667	  5099	 6.00115983	 	      	      	      	      	      	      	 7.270	      	      	      	 7.600	8130	307.45417	+09.69167
316.9791667	+59.7216667	  5100	 6.00116191	 	      	      	      	      	      	      	 9.470	      	      	      	 9.640	8130	316.97917	+59.72167
323.0670833	+00.2541667	  5101	 6.00116295	 	13.680	14.680	14.700	14.600	      	      	      	      	      	      	      	8104	323.06708	+00.25417
334.6521083	+08.4458192	  5102	 6.00116531	 	10.640	10.840	10.360	 9.850	      	      	      	      	      	      	      	8104	334.65211	+08.44582
           	           	  5103	 6.10010011	D	      	      	      	      	      	      	 7.730	      	      	      	 7.970	8130	         	
           	           	  5104	 6.10010048	 	      	      	      	      	      	      	 5.440	      	      	      	 5.630	8130	         	
015.8000000	+62.3650000	  5105	 6.10010051	 	      	      	      	      	      	      	 7.700	      	      	      	 7.960	8130	015.80000	+62.36500
256.1160131	-28.5826783	  5106	 6.10010065	2	      	      	      	      	      	 6.340	 5.350	 5.060	      	      	 5.680	8134	256.11601	-28.58268
256.1160131	-28.5826783	  5106	 6.10010065	D	      	      	      	      	      	      	 5.300	 5.000	      	      	 5.620	8130	256.11601	-28.58268
038.4041667	+24.9233333	  5108	 6.10010102	 	      	      	      	      	      	      	 7.550	      	      	      	 7.850	8130	038.40417	+24.92333
